1150 ta/to.||| max x_gap: 135.0||| mean x_gap: 135.0||| median x_gap: 135.0
31.12.1970 31.12.1971||| max x_gap: 281.0||| mean x_gap: 281.0||| median x_gap: 281.0
Beteiligungen) 199 063 207 772||| max x_gap: 199.0||| mean x_gap: 142.25||| median x_gap: 142.0
Vorräte 4 335 598 4 341 577||| max x_gap: 242.0||| mean x_gap: 116.333333333||| median x_gap: 87.0
Barmittel) 875 473 1 586 172||| max x_gap: 278.0||| mean x_gap: 129.8||| median x_gap: 88.0
Fremdkapital 7 493 787 7 811 952||| max x_gap: 242.0||| mean x_gap: 122.6||| median x_gap: 88.0
1970 1971||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Dritte 24 917 239 26 482 999||| max x_gap: 283.0||| mean x_gap: 123.5||| median x_gap: 88.5
Betriebsergebnis 1433 141 1 716 740||| max x_gap: 258.0||| mean x_gap: 143.8||| median x_gap: 111.0
Ertragssteuern 658 960 766 367||| max x_gap: 251.0||| mean x_gap: 155.25||| median x_gap: 142.0
erträge 41 114 30 992||| max x_gap: 335.0||| mean x_gap: 176.75||| median x_gap: 143.0
Telefon: (02 21)Sa.-Nr. 772 11||| max x_gap: 225.0||| mean x_gap: 131.25||| median x_gap: 109.5
Dividenden ab 1969: 16, 0, 12,16, 8,10 %||| max x_gap: 341.0||| mean x_gap: 150.5||| median x_gap: 99.5
Dividenden ab 1969: 14, 10,10, 12,12,0 %||| max x_gap: 211.0||| mean x_gap: 125.4||| median x_gap: 123.0
Dividenden ab 1969: 14, 12,12, 12,12,9 %||| max x_gap: 367.0||| mean x_gap: 157.0||| median x_gap: 99.0
Dividenden ab 1969: 18, 18, 19, 20, 20,20 %||| max x_gap: 390.0||| mean x_gap: 162.75||| median x_gap: 99.0
Dividenden ab 1969: 10,10, 10, 10, 12,10 %||| max x_gap: 390.0||| mean x_gap: 162.75||| median x_gap: 99.0
DM 8 400 000. -, rechn. Abschlag DM 500.-||| max x_gap: 217.0||| mean x_gap: 121.857142857||| median x_gap: 103.0
DM 106. - (2.9.), Div.Sch.Nr. 10||| max x_gap: 246.0||| mean x_gap: 128.2||| median x_gap: 98.0
(27.1.1961), Div.Sch.Nr. 11||| max x_gap: 290.0||| mean x_gap: 264.5||| median x_gap: 264.5
(10.8.), Div.Sch.Nr. 13||| max x_gap: 242.0||| mean x_gap: 176.0||| median x_gap: 176.0
(19.7.), Div.Sch.Nr. 18||| max x_gap: 242.0||| mean x_gap: 176.5||| median x_gap: 176.5
DM16,50 (5.10.), Div.Sch.Nr. 2||| max x_gap: 218.0||| mean x_gap: 169.0||| median x_gap: 179.0
H/1948/49-1969: insgesamt 202 %||| max x_gap: 229.0||| mean x_gap: 121.333333333||| median x_gap: 84.0
1972: 14 % (Div. Sch. Nr. 6)||| max x_gap: 217.0||| mean x_gap: 115.5||| median x_gap: 98.5
Aktiva 1973 1974||| max x_gap: 423.0||| mean x_gap: 353.0||| median x_gap: 353.0
rungen u. Darlehen)152 622 265 873||| max x_gap: 369.0||| mean x_gap: 176.25||| median x_gap: 142.0
schäft 104 090 101 987||| max x_gap: 353.0||| mean x_gap: 180.25||| median x_gap: 140.0
gensgegenstände 75 014 70 364||| max x_gap: 197.0||| mean x_gap: 123.75||| median x_gap: 106.0
(Barmittel) 44 497 44 361||| max x_gap: 248.0||| mean x_gap: 153.75||| median x_gap: 141.5
Eigenkapital 140 500 154 000||| max x_gap: 251.0||| mean x_gap: 155.0||| median x_gap: 141.5
(Grundkapital) 80 000 80 000||| max x_gap: 196.0||| mean x_gap: 138.5||| median x_gap: 136.0
lungen 791 604 869 350||| max x_gap: 341.0||| mean x_gap: 178.5||| median x_gap: 142.0
stellungen 102 071 145 951||| max x_gap: 263.0||| mean x_gap: 157.75||| median x_gap: 142.0
Bilanzgewinn 11 008 10 313||| max x_gap: 231.0||| mean x_gap: 150.75||| median x_gap: 143.5
Bilanzsumme 1139 447 1 278 316||| max x_gap: 245.0||| mean x_gap: 140.4||| median x_gap: 109.0
1973 1974||| max x_gap: 284.0||| mean x_gap: 284.0||| median x_gap: 284.0
beiträge 374 274 321 552||| max x_gap: 306.0||| mean x_gap: 168.0||| median x_gap: 140.0
fälle 440 103 542 250||| max x_gap: 385.0||| mean x_gap: 188.5||| median x_gap: 142.0
rungsbetrieb 156 172 173 148||| max x_gap: 202.0||| mean x_gap: 142.75||| median x_gap: 142.0
talanlagen 86 899 91 127||| max x_gap: 264.0||| mean x_gap: 158.0||| median x_gap: 141.5
Kapitalanlagen 35 693 22 193||| max x_gap: 195.0||| mean x_gap: 135.0||| median x_gap: 129.0
gungen) 28 299 13 350||| max x_gap: 325.0||| mean x_gap: 174.0||| median x_gap: 142.5
Steuern 13 080 7541||| max x_gap: 351.0||| mean x_gap: 211.0||| median x_gap: 194.0
Jahresüberschuß 20 674 20 005||| max x_gap: 196.0||| mean x_gap: 131.0||| median x_gap: 122.0
linghauser Straße 53-57, Postfach 68 69||| max x_gap: 208.0||| mean x_gap: 125.4||| median x_gap: 146.0
DM 15 500 000. -, rechn. Wert DM 290,87||| max x_gap: 203.0||| mean x_gap: 117.428571429||| median x_gap: 102.0
(23.7.), Div.Sch.Nr. 16||| max x_gap: 218.0||| mean x_gap: 164.0||| median x_gap: 164.0
ab 1.1.1972, Div.Sch.Nr. 25||| max x_gap: 244.0||| mean x_gap: 190.333333333||| median x_gap: 228.0
DM 46 500 000. -, rechn. Wert DM 94, 67||| max x_gap: 205.0||| mean x_gap: 123.666666667||| median x_gap: 114.0
Wertpapier-Kenn-Nr.: 607000||| max x_gap: 225.0||| mean x_gap: 225.0||| median x_gap: 225.0
ab 22.12.1969 Stücknotiz für DM 50. -||| max x_gap: 401.0||| mean x_gap: 124.833333333||| median x_gap: 77.5
65 437% 70 335 DM 75 369 DM||| max x_gap: 179.0||| mean x_gap: 117.0||| median x_gap: 103.0
11/1948/49-1969: insgesamt 259 %||| max x_gap: 231.0||| mean x_gap: 121.333333333||| median x_gap: 84.0
1970 u.1971: je 18 % (Div.Sch. Nr.22 u.23)||| max x_gap: 351.0||| mean x_gap: 134.333333333||| median x_gap: 88.5
1972 u.1973: je 16 % (Div. Sch. Nr. 24 u.27)||| max x_gap: 350.0||| mean x_gap: 134.666666667||| median x_gap: 89.5
1973 1974||| max x_gap: 284.0||| mean x_gap: 284.0||| median x_gap: 284.0
Anlagevermögen 197 791 227 692||| max x_gap: 177.0||| mean x_gap: 136.0||| median x_gap: 141.5
(Beteiligungen) 9 525 10 042||| max x_gap: 243.0||| mean x_gap: 137.0||| median x_gap: 132.5
Umlaufvermögen 684 370 778 476||| max x_gap: 194.0||| mean x_gap: 134.5||| median x_gap: 129.0
(flüssige Mittel) 265 016 320 396||| max x_gap: 195.0||| mean x_gap: 136.4||| median x_gap: 154.0
Eigenkapital 132 941 136 343||| max x_gap: 262.0||| mean x_gap: 157.5||| median x_gap: 142.0
(Grundkapital) 46 500 46 500||| max x_gap: 199.0||| mean x_gap: 141.75||| median x_gap: 141.5
Fremdkapital 749 400 869 825||| max x_gap: 239.0||| mean x_gap: 152.0||| median x_gap: 141.5
Bilanzgewinn 7 440 7 440||| max x_gap: 247.0||| mean x_gap: 154.25||| median x_gap: 141.0
1973 1974||| max x_gap: 286.0||| mean x_gap: 286.0||| median x_gap: 286.0
Beteiligungserträge 4 728 3 403||| max x_gap: 195.0||| mean x_gap: 118.75||| median x_gap: 97.5
Materialaufwand 668 471 707 143||| max x_gap: 197.0||| mean x_gap: 136.5||| median x_gap: 132.5
Personalaufwand 463 114 459 017||| max x_gap: 195.0||| mean x_gap: 135.0||| median x_gap: 129.0
Abschreibungen 49 850 51 798||| max x_gap: 195.0||| mean x_gap: 139.75||| median x_gap: 139.0
EEV-Steuern 47 112 18 027||| max x_gap: 247.0||| mean x_gap: 153.75||| median x_gap: 141.5
Jahresüberschuß 14 240 9 940||| max x_gap: 196.0||| mean x_gap: 135.0||| median x_gap: 129.0
Werk Gustavsburg: 4 187 863||| max x_gap: 289.0||| mean x_gap: 125.25||| median x_gap: 86.0
Dividenden ab 1968/69: 10,10,10,12,14,14%||| max x_gap: 414.0||| mean x_gap: 223.666666667||| median x_gap: 195.0
(1.1.-30,6,), 16,14 %||| max x_gap: 314.0||| mean x_gap: 208.5||| median x_gap: 208.5
DM 105 000 000. -,rechn. Wert St.-Akt.||| max x_gap: 300.0||| mean x_gap: 129.2||| median x_gap: 88.0
DM 75,50 und Vorz.-Akt. DM 63,62||| max x_gap: 215.0||| mean x_gap: 129.0||| median x_gap: 133.0
DM 150 000 000.-, rechn. Wert St.-Akt.||| max x_gap: 188.0||| mean x_gap: 129.5||| median x_gap: 129.0
DM 102,54 und Vorz.-Akt. DM 87,15||| max x_gap: 212.0||| mean x_gap: 133.8||| median x_gap: 134.0
DM 187 000 000.-, rechn. Wert St.-Akt.||| max x_gap: 189.0||| mean x_gap: 129.833333333||| median x_gap: 129.0
DM 250 000 000.-, rechn. Wert St.-Akt.||| max x_gap: 188.0||| mean x_gap: 126.666666667||| median x_gap: 126.0
DM 10,94 und Vorz.-Akt. DM 9,50||| max x_gap: 251.0||| mean x_gap: 125.2||| median x_gap: 96.0
506300 (St.-Akt.); 506303 (Vorz.-Akt.)||| max x_gap: 291.0||| mean x_gap: 230.0||| median x_gap: 242.0
35 000 Inh.-St.-Akt. zu je DM 100.-||| max x_gap: 298.0||| mean x_gap: 128.0||| median x_gap: 85.5
59 500 Inh.-Vorz.-Akt.zuje DM 100.-||| max x_gap: 463.0||| mean x_gap: 196.5||| median x_gap: 118.0
ab 16.6.1969 Stücknotiz für DM 100.- und||| max x_gap: 328.0||| mean x_gap: 139.833333333||| median x_gap: 106.0
1948 36 % 1968 507% 1972 168DM||| max x_gap: 196.0||| mean x_gap: 129.5||| median x_gap: 124.5
65 460 % 69 481DM 73 118DM||| max x_gap: 199.0||| mean x_gap: 117.0||| median x_gap: 110.0
66 400 % 70 163DM 74 130DM||| max x_gap: 197.0||| mean x_gap: 130.0||| median x_gap: 125.0
67 658 % 71 170DM 75 169DM||| max x_gap: 198.0||| mean x_gap: 130.833333333||| median x_gap: 124.0
1956 198% 1968 435% 1972 147DM||| max x_gap: 196.0||| mean x_gap: 157.4||| median x_gap: 172.0
65 435 % 69 423DM 73 103DM||| max x_gap: 195.0||| mean x_gap: 131.333333333||| median x_gap: 122.0
66 364 % 70 136 DM 74 122DM||| max x_gap: 198.0||| mean x_gap: 131.5||| median x_gap: 120.5
67 600 % 71 153DM 75 160DM||| max x_gap: 198.0||| mean x_gap: 132.0||| median x_gap: 120.0
11/1948/49-1968/69: insgesamt 245 %||| max x_gap: 229.0||| mean x_gap: 121.333333333||| median x_gap: 86.0
1969/70 u.1970/71: je 18 % (Div.Sch.Nr.||| max x_gap: 289.0||| mean x_gap: 139.8||| median x_gap: 64.0
1955/56-1968/69: insgesamt 213 %||| max x_gap: 339.0||| mean x_gap: 158.0||| median x_gap: 86.0
1969/70 u. 1970/71; je 18% (Div.Sch.Nr.||| max x_gap: 336.0||| mean x_gap: 174.5||| median x_gap: 153.5
1972/73 1973/74||| max x_gap: 283.0||| mean x_gap: 283.0||| median x_gap: 283.0
Anlagevermögen 688 646 733 367||| max x_gap: 197.0||| mean x_gap: 132.5||| median x_gap: 125.0
(Beteiligungen) 182 906 240 885||| max x_gap: 198.0||| mean x_gap: 133.25||| median x_gap: 125.0
(flüssige Mittel) 184 941 150 596||| max x_gap: 199.0||| mean x_gap: 132.8||| median x_gap: 142.0
Eigenkapital 489 929 504 297||| max x_gap: 249.0||| mean x_gap: 154.25||| median x_gap: 141.0
(Grundkapital) 200 000 200 000||| max x_gap: 195.0||| mean x_gap: 137.5||| median x_gap: 134.0
Fremdkapital 1 949 407 2 294 616||| max x_gap: 225.0||| mean x_gap: 118.6||| median x_gap: 88.0
Bilanzgewinn 24 315 24 330||| max x_gap: 234.0||| mean x_gap: 150.75||| median x_gap: 141.5
1972/73 1973/74||| max x_gap: 282.0||| mean x_gap: 282.0||| median x_gap: 282.0
Umsatzerlöse 2 511 701 2 635 688||| max x_gap: 269.0||| mean x_gap: 121.0||| median x_gap: 87.5
träge 21 054 34 691||| max x_gap: 365.0||| mean x_gap: 183.5||| median x_gap: 142.5
Abschreibungen 98 697 82 194||| max x_gap: 196.0||| mean x_gap: 136.75||| median x_gap: 133.0
EEV-Steuern 28 658 27 734||| max x_gap: 235.0||| mean x_gap: 150.5||| median x_gap: 140.5
Jahresüberschuß 24 111 42 386||| max x_gap: 197.0||| mean x_gap: 130.5||| median x_gap: 120.0
